,InvoiceDate,InvoiceNo,StockCode,Description,Quantity,InvoiceDate.1,UnitPrice,CustomerID,Country,Estore_id
92345,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,30
92362,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,26
92366,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,10.95,12415.0,Australia,11
92372,2011-02-07 15:09:00,C543375,22325,,-3.0,2011-02-07 15:09:00,4.95,16321.0,Australia,17
92421,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,12
92521,2011-02-07 15:09:00,C543375,22325,,-3.0,2011-02-07 15:09:00,4.95,16321.0,Australia,17
92527,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,15
92540,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,8
92551,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,29
92561,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,12
92567,2011-02-07 15:09:00,C543375,22325,,-3.0,2011-02-07 15:09:00,4.95,16321.0,Australia,1
92571,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,32
92573,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,18
92592,2011-05-31 11:29:00,C555046,,,-6.0,2011-05-31 11:29:00,1.65,12431.0,Australia,28
92605,2011-02-07 15:09:00,C543375,22087,,-18.0,2011-02-07 15:09:00,2.95,16321.0,Australia,7
92608,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,25
92642,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,32
92671,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,32
92674,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,29
92685,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,21
92696,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,28
92785,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,23
92804,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,2.55,12415.0,Australia,3
92811,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,10
92823,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,27
92824,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,12
92855,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,5
92895,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,31
92925,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,8
92942,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,21
92944,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,23
93000,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,18
93007,2011-06-02 09:57:00,C555288,,,-6.0,2011-06-02 09:57:00,0.85,12431.0,Australia,31
93014,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,24
93028,2011-02-07 15:09:00,C543375,22325,,-3.0,2011-02-07 15:09:00,4.95,16321.0,Australia,25
93047,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,30
93082,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,28
93107,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,12
93133,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,7
93135,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.95,12415.0,Australia,26
93180,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,6
93204,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.95,12415.0,Australia,25
93312,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,32
93336,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,22
93348,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,8
93359,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,1
93361,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,25
93399,2011-04-28 09:49:00,C551348,,,1.0,2011-04-28 09:49:00,4.25,12415.0,Australia,4
93416,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,13
93446,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,14
93453,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,5
93457,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,30
93473,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,29
93484,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,19
93532,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,20
93543,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,11
93557,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,21
93597,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,32
93600,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,21
93648,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,27
93664,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,4
93667,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,14
93709,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,19
93751,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,29
93764,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,15
93779,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,18
93794,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,13
93814,2011-02-07 15:09:00,C543375,22325,,-3.0,2011-02-07 15:09:00,4.95,16321.0,Australia,11
93823,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,12
93825,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,19
93907,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,3
93931,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,30
93939,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,6
93953,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,10.95,12415.0,Australia,14
93971,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,8
94002,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.95,12415.0,Australia,12
94004,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,17
94013,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,7
94029,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,32
94035,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,29
94037,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,13
94052,2011-05-31 11:29:00,C555046,,,-6.0,2011-05-31 11:29:00,1.65,12431.0,Australia,17
94068,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,1
94084,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,28
94119,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,16
94145,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,26
94179,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,7
94181,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,21
94211,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,1
94216,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,31
94230,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,8
94239,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,12
94243,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,6
94269,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,5
94272,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,22
94281,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,12
94285,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,25
94304,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,14
94347,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,19
94349,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,20
94352,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,7
94369,2011-04-04 09:57:00,C548729,,,-8.0,2011-04-04 09:57:00,1.65,12434.0,Australia,6
94375,2011-04-28 09:49:00,C551348,,,1.0,2011-04-28 09:49:00,4.25,12415.0,Australia,20
94376,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,3
94383,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,13
94438,2011-11-04 10:18:00,C574344,,,-1.0,2011-11-04 10:18:00,262.73,12415.0,Australia,24
94441,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,23
94442,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,4
94453,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,26
94458,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,31
94474,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,31
94490,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,1.25,12415.0,Australia,23
94495,2011-11-04 10:18:00,C574344,,,-1.0,2011-11-04 10:18:00,262.73,12415.0,Australia,13
94529,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,24
94538,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.95,12415.0,Australia,11
94561,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,16
94581,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,2.95,16321.0,Australia,29
94584,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,22
94606,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,19
94631,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,8
94672,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,24
94678,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,28
94679,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,28
94687,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,29
94702,2011-06-02 09:57:00,C555288,,,-2.0,2011-06-02 09:57:00,8.95,12431.0,Australia,13
94709,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.55,12415.0,Australia,3
94721,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,18
94732,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,16
94744,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,28
94747,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,3
94786,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.25,12434.0,Australia,12
94796,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,18
94799,2011-05-31 11:29:00,C555046,,,-6.0,2011-05-31 11:29:00,1.65,12431.0,Australia,28
94835,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,7
94839,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,31
94850,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,19
94860,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,31
94870,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,20
94873,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,27
94901,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,1
94970,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,1.25,12415.0,Australia,6
95019,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7
95033,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,10
95048,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,4
95076,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,15
95084,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,28
95089,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7
95114,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,23
95130,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.25,12434.0,Australia,6
95132,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,17
95145,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,23
95172,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,20
95200,2011-04-04 09:57:00,C548729,,,-8.0,2011-04-04 09:57:00,1.65,12434.0,Australia,6
95240,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.25,12434.0,Australia,11
95242,2011-06-02 09:57:00,C555288,,,-2.0,2011-06-02 09:57:00,8.95,12431.0,Australia,9
95252,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,1
95254,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,10
95262,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,32
95295,2011-04-28 09:49:00,C551348,,,1.0,2011-04-28 09:49:00,4.25,12415.0,Australia,25
95301,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,19
95337,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,2
95338,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,25
95344,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,14
95368,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,30
95372,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,2
95379,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,14
95387,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,10
95414,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.95,12415.0,Australia,4
95420,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,10
95421,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,2
95426,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,9
95430,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,30
95443,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,30
95474,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,15
95481,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,11
95495,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,28
95525,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,19
95529,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,29
95552,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,13
95568,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,5
95571,2011-06-02 09:57:00,C555288,,,-6.0,2011-06-02 09:57:00,0.85,12431.0,Australia,24
95590,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,28
95596,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,14
95620,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,16
95663,2011-06-02 09:57:00,C555288,,,-2.0,2011-06-02 09:57:00,8.95,12431.0,Australia,24
95668,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,18
95672,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,16
95752,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,6
95783,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,31
95792,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,2
95849,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,13
95853,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,21
95876,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,3.75,12415.0,Australia,26
95889,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,10
95899,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,15
95910,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,17
95914,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,7
95932,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,20
95953,2011-03-03 13:11:00,C545525,,,1.0,2011-03-03 13:11:00,1.25,12415.0,Australia,18
95962,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,22
95967,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,29
95968,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,31
95982,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,32
96004,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,2.95,16321.0,Australia,24
96009,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,32
96028,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,16
96033,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,10
96084,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,25
96091,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,15
96105,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,18
96112,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,31
96209,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,31
96217,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,31
96242,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,28
96249,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,27
96281,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,23
96289,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,32
96306,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,32
96316,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,17
96346,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,4
96361,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.89,12415.0,Australia,17
96467,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,31
96478,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.45,12415.0,Australia,22
96523,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.95,12415.0,Australia,12
96535,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,1
96540,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.25,12434.0,Australia,12
96573,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,31
96592,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,17
96596,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,24
96607,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,15
96608,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,23
96641,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,20
96651,2011-11-04 10:18:00,C574344,,,-1.0,2011-11-04 10:18:00,262.73,12415.0,Australia,9
96668,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,23
96689,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,7
96709,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,15
96713,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.42,12415.0,Australia,24
96719,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,9.95,12434.0,Australia,8
96777,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,6
96787,2010-12-14 11:12:00,C538723,,,1.0,2010-12-14 11:12:00,1.65,12434.0,Australia,27
96800,2011-09-28 14:55:00,C568694,,,1.0,2011-09-28 14:55:00,1.65,16321.0,Australia,26
96824,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,13
96834,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.83,12415.0,Australia,7
96838,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,16
96857,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.95,12415.0,Australia,8
96878,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,5
96909,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,4.15,12415.0,Australia,30
96925,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,16
96957,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,3
97026,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,2.08,12415.0,Australia,7
97044,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,0.65,12415.0,Australia,29
97074,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,6.25,12415.0,Australia,6
97078,2011-07-26 10:15:00,C561227,,,-36.0,2011-07-26 10:15:00,1.06,12431.0,Australia,31
97080,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.25,12415.0,Australia,21
97088,2011-11-02 12:05:00,C574019,,,1.0,2011-11-02 12:05:00,1.45,12415.0,Australia,29
97091,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,18
97181,2011-07-19 12:26:00,C560540,,,1.0,2011-07-19 12:26:00,1.65,12415.0,Australia,30
